Corretora,Nº Nota,Data,Compra/Venda,Mercado,Ativo,Quantidade,Preço,Total,Taxa
Modal,1410112,2020-07-30 0:00:00,V,Vista,VISC11,-5,102.85,514.25,0
Modal,1410112,2020-07-30 0:00:00,V,Vista,VISC11,-7,102.85,719.95,0
Rico,3047164,2020-08-03 0:00:00,V,Vista,OIBR4,-600,2.9,1740,2.5
Rico,3047164,2020-08-03 0:00:00,V,Vista,OIBR4,-100,2.89,289,2.5
Rico,3047164,2020-08-03 0:00:00,V,Vista,OIBR4,-200,2.91,582,2.5
Rico,3047164,2020-08-03 0:00:00,V,Vista,OIBR4,-500,2.89,1445,2.5
Rico,3323934,2020-08-18 0:00:00,C,Vista,ABEV3,200,13.15,-2630,10
Rico,3323934,2020-08-18 0:00:00,C,Vista,ODPV3,100,13.2,-1320,10
Modal,1568652,2020-08-18 0:00:00,C,Vista,HSML11,30,90.98,-2729.4,0
Modal,1568652,2020-08-18 0:00:00,C,Vista,KNRI11,3,158.41,-475.23,0
Modal,1568652,2020-08-18 0:00:00,C,Vista,KNRI11,3,158.42,-475.26,0
Modal,1568652,2020-08-18 0:00:00,C,Vista,RCRB11,3,175.96,-527.88,0
Modal,1568652,2020-08-18 0:00:00,C,Vista,RCRB11,1,175.93,-175.93,0
Modal,1568652,2020-08-18 0:00:00,C,Vista,RCRB11,6,175.96,-1055.76,0
Modal,1568652,2020-08-18 0:00:00,C,Vista,RCRB11,5,175.96,-879.8,0
Modal,1568652,2020-08-18 0:00:00,C,Vista,VILG11,11,126,-1386,0
Modal,1568652,2020-08-18 0:00:00,C,Vista,XPLG11,20,127.51,-2550.2,0
Modal,1688788,2020-09-03 0:00:00,C,Vista,BCRI11,6,108.87,-653.22,0
Modal,1688788,2020-09-03 0:00:00,C,Vista,BRCR11,11,89.25,-981.75,0
Modal,1688788,2020-09-03 0:00:00,C,Vista,BRCR11,18,89.25,-1606.5,0
Modal,1688788,2020-09-03 0:00:00,C,Vista,RBRR11,1,101.28,-101.28,0
Modal,1688788,2020-09-03 0:00:00,C,Vista,RBRR11,7,101.28,-708.96,0
Modal,1688788,2020-09-03 0:00:00,C,Vista,XPML11,1,107.16,-107.16,0
Modal,1688788,2020-09-03 0:00:00,C,Vista,XPML11,5,107.2,-536,0
Modal,1688788,2020-09-03 0:00:00,V,Vista,BBPO11,-5,136.5,682.5,0
Modal,1688788,2020-09-03 0:00:00,V,Vista,BBPO11,-15,136.54,2048.1,0
Modal,1688788,2020-09-03 0:00:00,V,Vista,XPPR11,-25,86.28,2157,0
Rico,3810144,2020-09-17 0:00:00,C,Fracionario,ITSA4,1,9.23,-9.23,0
Rico,3810144,2020-09-17 0:00:00,C,Fracionario,ITSA4,32,9.23,-295.36,0
Rico,3810144,2020-09-17 0:00:00,C,Vista,CRFB3,100,21.09,-2109,0
Rico,3810144,2020-09-17 0:00:00,C,Vista,KLBN11,100,25.03,-2503,0
Rico,3810144,2020-09-17 0:00:00,V,Vista,KLBN11,-100,25.07,2507,0
Rico,3810144,2020-09-17 0:00:00,C,Vista,TRPL4,100,21.2,-2120,0
Modal,1789216,2020-09-18 0:00:00,C,Vista,KNCR11,5,89.37,-446.85,0
Rico,4119395,2020-10-05 0:00:00,C,Vista,CSNA3,200,17.61,-3522,0
Rico,4119395,2020-10-05 0:00:00,C,Vista,TOTS3,100,27.18,-2718,0
Rico,4145929,2020-10-06 0:00:00,C,Fracionario,ITSA4,22,9,-198,0
Rico,4145929,2020-10-06 0:00:00,C,Fracionario,ITSA4,8,9.01,-72.08,0
Rico,4229074,2020-10-09 0:00:00,C,Vista,TEND3,100,30.79,-3079,0
Rico,4229074,2020-10-09 0:00:00,V,Vista,TEND3,-100,30.51,3051,0
Rico,4258035,2020-10-13 0:00:00,V,Fracionario,ITSA4,-10,9.28,92.8,0
Rico,4258035,2020-10-13 0:00:00,C,Vista,LCAM3,100,24.16,-2416,0
Rico,4258035,2020-10-13 0:00:00,C,Vista,MRFG3,100,14.71,-1471,0
Rico,4258035,2020-10-13 0:00:00,V,Vista,MRFG3,-100,14.75,1475,0
Rico,4397540,2020-10-19 0:00:00,V,Vista,LCAM3,-100,25.55,2555,0
Rico,4745103,2020-11-04 0:00:00,C,Vista,MGLU3,100,26.41,-2641,0
Rico,4745103,2020-11-04 0:00:00,C,Vista,MOVI3,100,18.47,-1847,0
Rico,4745103,2020-11-04 0:00:00,C,Vista,MRVE3,100,17.96,-1796,0
Rico,4745103,2020-11-04 0:00:00,V,Vista,CSNA3,-200,21.48,4296,0
Rico,4745103,2020-11-04 0:00:00,V,Vista,TRPL4,-100,24.48,2448,0
Rico,5204627,2020-11-24 0:00:00,C,Vista,MYPK3,100,14.01,-1401,0
Rico,5204627,2020-11-24 0:00:00,C,Vista,POMO4,600,2.68,-1608,0
Rico,5336304,2020-11-30 0:00:00,V,Vista,MOVI3,-100,20.23,2023,0
Rico,5336304,2020-11-30 0:00:00,V,Vista,MRVE3,-100,19.46,1946,0
Rico,5373097,2020-12-01 0:00:00,C,Fracionario,B3SA3,18,56.4,-1015.2,0
Rico,5373097,2020-12-01 0:00:00,C,Fracionario,CYRE3,37,28.79,-1065.23,0
Rico,5373097,2020-12-01 0:00:00,C,Fracionario,NEOE3,29,18.36,-532.44,0
Rico,5373097,2020-12-01 0:00:00,C,Fracionario,NEOE3,20,18.31,-366.2,0
Rico,5373097,2020-12-01 0:00:00,C,Fracionario,NEOE3,1,18.35,-18.35,0
Rico,5373097,2020-12-01 0:00:00,C,Vista,GOAU4,100,10.78,-1078,0
Clear,23324434,2020-12-04 0:00:00,C,Fracionario,BRSR6,2,13.78,-27.56,0
Clear,23324434,2020-12-04 0:00:00,C,Fracionario,BRSR6,2,13.7,-27.4,0
Clear,23324434,2020-12-04 0:00:00,C,Fracionario,BBSE3,2,28.95,-57.9,0
Clear,23324434,2020-12-04 0:00:00,C,Fracionario,ITUB4,2,30.15,-60.3,0
Clear,23324434,2020-12-04 0:00:00,C,Fracionario,SAPR11,2,27.1,-54.2,0
Clear,23324434,2020-12-04 0:00:00,C,Fracionario,VIVT3,2,43.92,-87.84,0
Clear,23324434,2020-12-04 0:00:00,C,Vista,BCRI11,1,107.95,-107.95,0
Rico,5592756,2020-12-09 0:00:00,C,Vista,CAML3,100,11.67,-1167,0
Rico,5592756,2020-12-09 0:00:00,V,Vista,CAML3,-100,11.5,1150,0
Rico,5626852,2020-12-10 0:00:00,C,Fracionario,ITSA4,20,11.49,-229.8,0
Modal,2348176,2020-12-15 0:00:00,C,Vista,BTLG11,5,105.39,-526.95,0
Modal,2348176,2020-12-15 0:00:00,C,Vista,KNCR11,4,86.23,-344.92,0
Modal,2348176,2020-12-15 0:00:00,C,Vista,PVBI11,26,96.49,-2508.74,0
Modal,2348176,2020-12-15 0:00:00,C,Vista,RBRP11,4,92.44,-369.76,0
Modal,2348176,2020-12-15 0:00:00,V,Vista,GTWR11,-1,106.88,106.88,0
Modal,2348176,2020-12-15 0:00:00,V,Vista,GTWR11,-21,106.87,2244.27,0
Modal,2348176,2020-12-15 0:00:00,V,Vista,HSML11,-3,93.32,279.96,0
Modal,2348176,2020-12-15 0:00:00,V,Vista,KNRI11,-3,156.49,469.47,0
Modal,2348176,2020-12-15 0:00:00,V,Vista,VILG11,-2,125.04,250.08,0
Rico,5847944,2020-12-18 0:00:00,C,Fracionario,VALE3,12,88.08,-1056.96,0
Rico,5847944,2020-12-18 0:00:00,V,Vista,ABEV3,-300,15.89,4767,0
Modal,2384738,2020-12-21 0:00:00,C,Vista,HGRU11,20,125.3,-2506,0
Rico,5920808,2020-12-22 0:00:00,C,Fracionario,MYPK3,50,14.17,-708.5,0
Rico,5920808,2020-12-22 0:00:00,C,Fracionario,NEOE3,97,16.98,-1647.06,0
Rico,5920808,2020-12-22 0:00:00,C,Fracionario,VALE3,17,85.81,-1458.77,0
Rico,5920808,2020-12-22 0:00:00,C,Vista,POMO4,300,2.78,-834,0
Rico,4598,2021-01-04 0:00:00,C,Fracionario,B3SA3,18,61.53,-1107.54,0
Rico,4598,2021-01-04 0:00:00,V,Fracionario,B3SA3,-36,61.44,2211.84,0
Rico,4598,2021-01-04 0:00:00,C,Fracionario,SBFG3,5,28.92,-144.6,0
Rico,4598,2021-01-04 0:00:00,C,Fracionario,SBFG3,1,28.9,-28.9,0
Rico,4598,2021-01-04 0:00:00,C,Fracionario,SBFG3,28,28.91,-809.48,0
Rico,4598,2021-01-04 0:00:00,C,Fracionario,ELET3,27,36.29,-979.83,0
Rico,4598,2021-01-04 0:00:00,V,Fracionario,NEOE3,-3,17.87,53.61,0
Rico,4598,2021-01-04 0:00:00,V,Fracionario,NEOE3,-47,17.87,839.89,0
Rico,4598,2021-01-04 0:00:00,C,Fracionario,WEGE3,13,75.94,-987.22,0
Rico,4598,2021-01-04 0:00:00,V,Vista,GOAU4,-100,11.72,1172,0
Rico,45561,2021-01-05 0:00:00,C,Fracionario,ENEV3,37,61.68,-2282.16,0
Rico,45561,2021-01-05 0:00:00,C,Vista,MDNE3,100,11.35,-1135,0
Rico,45561,2021-01-05 0:00:00,C,Vista,MDNE3,100,11.34,-1134,0
Rico,45561,2021-01-05 0:00:00,V,Vista,VIVT3,-100,46,4600,0
Rico,124057,2021-01-07 0:00:00,C,Fracionario,IGTA3,42,33.79,-1419.18,0
Rico,124057,2021-01-07 0:00:00,C,Fracionario,IGTA3,33,33.79,-1115.07,0
Rico,207343,2021-01-11 0:00:00,C,Vista,RLOG3,100,19.43,-1943,0
Rico,207343,2021-01-11 0:00:00,C,Vista,MTRE3,200,16.08,-3216,0
Rico,207343,2021-01-11 0:00:00,C,Vista,MTRE3,100,16.08,-1608,0
Rico,207343,2021-01-11 0:00:00,V,Vista,ODPV3,-100,14.38,1438,0
Rico,207343,2021-01-11 0:00:00,V,Vista,TOTS3,-200,28.17,5634,0
Modal,54192,2021-01-11 0:00:00,C,Vista,AMBP3,100,26.57,-2657,0
Modal,54192,2021-01-11 0:00:00,C,Vista,DIRR3,400,13.49,-5396,0
Modal,54192,2021-01-11 0:00:00,C,Vista,HAPV3,100,17.68,-1768,0
Modal,54192,2021-01-11 0:00:00,V,Vista,BRCR11,-2,91.14,182.28,0
Modal,54192,2021-01-11 0:00:00,V,Vista,BRCR11,-27,91.13,2460.51,0
Modal,54192,2021-01-11 0:00:00,V,Vista,KNCR11,-19,88.36,1678.84,0
Modal,54192,2021-01-11 0:00:00,V,Vista,KNCR11,-6,88.49,530.94,0
Modal,54192,2021-01-11 0:00:00,V,Vista,KNCR11,-4,88.49,353.96,0
Modal,54192,2021-01-11 0:00:00,V,Vista,RBRP11,-27,92.36,2493.72,0
Modal,54192,2021-01-11 0:00:00,V,Vista,RBRR11,-1,93.84,93.84,0
Modal,54192,2021-01-11 0:00:00,V,Vista,RBRR11,-2,93.82,187.64,0
Modal,54192,2021-01-11 0:00:00,V,Vista,RBRR11,-2,93.83,187.66,0
Modal,54192,2021-01-11 0:00:00,V,Vista,RBRR11,-10,93.81,938.1,0
Modal,54192,2021-01-11 0:00:00,V,Vista,RBRR11,-10,93.83,938.3,0
Rico,247731,2021-01-12 0:00:00,C,Opções,CYREB320,200,0.94,-188,7.5
Rico,247731,2021-01-12 0:00:00,C,Opções,BBDCN234,400,0.35,-140,7.5
Rico,357237,2021-01-15 0:00:00,C,Vista,ALSO3,100,27.11,-2711,0
Rico,357238,2021-01-15 0:00:00,V,Opções,CRFBA205,-100,0.14,14,5
Rico,357238,2021-01-15 0:00:00,V,Opções,ITSAB126,-200,0.12,24,5
Rico,357238,2021-01-15 0:00:00,V,Opções,ITSAB126,-100,0.12,12,5
Rico,403330,2021-01-18 0:00:00,V,Opções,MGLUB260,-100,0.54,54,7.5
Rico,447471,2021-01-19 0:00:00,V,Opções,CRFBB210,-100,0.42,42,7.5
Rico,447471,2021-01-19 0:00:00,V,Opções,QUALB345,-100,0.75,75,7.5
Rico,529014,2021-01-21 0:00:00,V,Fracionario,CYRE3,-35,26.83,939.05,0
Rico,529014,2021-01-21 0:00:00,V,Fracionario,CYRE3,-2,26.83,53.66,0
Rico,529014,2021-01-21 0:00:00,V,Fracionario,VALE3,-29,92.89,2693.81,0
Rico,529014,2021-01-21 0:00:00,C,Fracionario,WEGE3,1,87.86,-87.86,0
Rico,529014,2021-01-21 0:00:00,V,Fracionario,WEGE3,-1,87.8,87.8,0
Rico,529014,2021-01-21 0:00:00,V,Fracionario,WEGE3,-13,87.8,1141.4,0
Rico,529014,2021-01-21 0:00:00,V,Vista,RLOG3,-100,19.29,1929,0
Rico,529014,2021-01-21 0:00:00,C,Vista,EMBR3,400,8.89,-3556,0
Rico,529014,2021-01-21 0:00:00,C,Vista,GGBR4,100,25.1,-2510,0
Rico,529014,2021-01-21 0:00:00,C,Vista,IRBR3,400,7.63,-3052,0
Rico,529014,2021-01-21 0:00:00,V,Vista,MTRE3,-200,15.76,3152,0
Rico,529014,2021-01-21 0:00:00,V,Vista,MTRE3,-100,15.76,1576,0
Rico,529014,2021-01-21 0:00:00,C,Vista,CSNA3,100,33.53,-3353,0
Rico,529015,2021-01-21 0:00:00,V,Opções,CSNAB340,-100,2.17,217,7.5
Rico,529015,2021-01-21 0:00:00,V,Opções,EMBRB900,-400,0.54,216,7.5
Rico,529015,2021-01-21 0:00:00,V,Opções,GGBRB253,-100,1.47,147,7.5
Rico,529015,2021-01-21 0:00:00,V,Opções,IRBRB780,-400,0.42,168,7.5
Rico,529015,2021-01-21 0:00:00,C,Opções,ITSAB126,300,0.04,-12,7.5
Rico,529015,2021-01-21 0:00:00,C,Opções,MGLUB260,100,0.72,-72,7.5
Rico,529015,2021-01-21 0:00:00,C,Opções,MGLUC269,100,0.9,-90,7.5
Rico,529015,2021-01-21 0:00:00,V,Opções,MGLUC269,-100,0.82,82,7.5
Rico,529015,2021-01-21 0:00:00,V,Opções,MGLUC269,-100,0.82,82,7.5
Rico,529015,2021-01-21 0:00:00,V,Opções,BBDCN234,-400,0.48,192,7.5
Rico,609681,2021-01-26 0:00:00,V,Vista,IRBR3,-100,6.73,673,0
Rico,609681,2021-01-26 0:00:00,V,Vista,IRBR3,-300,6.72,2016,0
Rico,609681,2021-01-26 0:00:00,C,Vista,USIM5,200,13.88,-2776,0
Rico,609682,2021-01-26 0:00:00,C,Opções,IRBRB780,400,0.14,-56,7.5
Rico,609682,2021-01-26 0:00:00,V,Opções,USIMB140,-200,0.77,154,7.5
Modal,153132,2021-01-26 0:00:00,V,Vista,HAPV3,-100,17.99,1799,0
Rico,652072,2021-01-27 0:00:00,V,Vista,GGBR4,-100,23.56,2356,0
Rico,652072,2021-01-27 0:00:00,V,Vista,USIM5,-200,13.1,2620,0
Modal,163468,2021-01-27 0:00:00,V,Vista,BCRI11,-8,118,944,0
Modal,163468,2021-01-27 0:00:00,V,Vista,BCRI11,-1,118,118,0
Modal,163468,2021-01-27 0:00:00,V,Vista,BCRI11,-5,117.99,589.95,0
Modal,163468,2021-01-27 0:00:00,V,Vista,BCRI11,-10,118,1180,0
Modal,163468,2021-01-27 0:00:00,V,Vista,BTLG11,-24,110.76,2658.24,0
Modal,163468,2021-01-27 0:00:00,V,Vista,HSML11,-27,96.52,2606.04,0
Modal,163468,2021-01-27 0:00:00,V,Vista,PVBI11,-4,94,376,0
Modal,163468,2021-01-27 0:00:00,V,Vista,PVBI11,-22,94,2068,0
Modal,163468,2021-01-27 0:00:00,V,Vista,RCRB11,-3,164.97,494.91,0
Modal,163468,2021-01-27 0:00:00,V,Vista,RCRB11,-12,164.9,1978.8,0
Rico,687163,2021-01-28 0:00:00,C,Vista,CSNA3,100,32.71,-3271,0
Rico,687163,2021-01-28 0:00:00,V,Vista,CSNA3,-100,31.35,3135,0
Rico,687164,2021-01-28 0:00:00,C,Opções,CRFBB210,100,0.29,-29,7.5
Rico,687164,2021-01-28 0:00:00,V,Opções,CRFBC200,-100,0.71,71,7.5
Rico,687164,2021-01-28 0:00:00,C,Opções,CSNAB340,100,1.55,-155,7.5
Rico,687164,2021-01-28 0:00:00,V,Opções,CSNAC329,-100,2.6,260,7.5
Rico,721432,2021-01-29 0:00:00,C,Fracionario,IGTA3,25,34.7,-867.5,0
Rico,721432,2021-01-29 0:00:00,C,Vista,BRAP4,100,63.19,-6319,0
Rico,721432,2021-01-29 0:00:00,C,Vista,USIM5,100,13.72,-1372,0
Rico,721432,2021-01-29 0:00:00,C,Vista,USIM5,200,13.71,-2742,0
Rico,721432,2021-01-29 0:00:00,C,Vista,VALE3,100,88.49,-8849,0
Rico,721433,2021-01-29 0:00:00,V,Opções,BRAPC650,-100,3.09,309,7.5
Rico,721433,2021-01-29 0:00:00,V,Opções,IGTAC360,-100,1.26,126,7.5
Rico,721433,2021-01-29 0:00:00,V,Opções,ITSAD111,-300,0.46,138,7.5
Rico,721433,2021-01-29 0:00:00,V,Opções,MYPKC150,-100,0.39,39,7.5
Rico,721433,2021-01-29 0:00:00,V,Opções,POMOC320,-900,0.12,108,7.5
Rico,721433,2021-01-29 0:00:00,C,Opções,USIMB140,200,0.68,-136,7.5
Rico,721433,2021-01-29 0:00:00,V,Opções,USIMC137,-200,0.92,184,7.5
Rico,721433,2021-01-29 0:00:00,V,Opções,USIMC137,-100,1,100,7.5
Rico,721433,2021-01-29 0:00:00,V,Opções,VALEB892,-100,3.48,348,7.5
Rico,756416,2021-02-01 0:00:00,C,Fracionario,NEOE3,3,18.28,-54.84,0
Modal,189248,2021-02-01 0:00:00,V,Vista,DIRR3,-100,13.88,1388,0
Modal,189248,2021-02-01 0:00:00,V,Vista,DIRR3,-100,13.88,1388,0
Modal,189248,2021-02-01 0:00:00,V,Vista,DIRR3,-200,13.88,2776,0
Rico,824591,2021-02-03 0:00:00,C,Fracionario,ENEV3,19,72.9,-1385.1,0
Rico,824591,2021-02-03 0:00:00,C,Fracionario,ENEV3,2,72.85,-145.7,0
Rico,824591,2021-02-03 0:00:00,C,Fracionario,ENEV3,42,72.91,-3062.22,0
Rico,824592,2021-02-03 0:00:00,V,Opções,ENEVB745,-100,2.11,211,7.5
Rico,860184,2021-02-04 0:00:00,C,Fracionario,MYPK3,5,14.24,-71.2,0
Rico,860184,2021-02-04 0:00:00,C,Fracionario,MYPK3,45,14.24,-640.8,0
Rico,860185,2021-02-04 0:00:00,V,Opções,MYPKC150,-100,0.39,39,7.5
Rico,860185,2021-02-04 0:00:00,C,Opções,VALEB892,100,3.58,-358,7.5
Rico,860185,2021-02-04 0:00:00,V,Opções,VALEC922,-100,4,400,7.5
Rico,896478,2021-02-05 0:00:00,V,Fracionario,SBFG3,-34,25.09,853.06,0
Rico,896478,2021-02-05 0:00:00,C,Fracionario,ELET3,58,29.97,-1738.26,0
Rico,896478,2021-02-05 0:00:00,C,Fracionario,ELET3,15,29.75,-446.25,0
Rico,896478,2021-02-05 0:00:00,C,Fracionario,RDOR3,21,73.6,-1545.6,0
Rico,896478,2021-02-05 0:00:00,C,Fracionario,RDOR3,5,73.6,-368,0
Rico,896479,2021-02-05 0:00:00,V,Opções,ELETC330,-100,0.77,77,7.5
Rico,1009843,2021-02-10 0:00:00,C,Fracionario,RDOR3,28,71.89,-2012.92,0
Rico,1117636,2021-02-17 0:00:00,C,Fracionario,RDOR3,10,73.75,-737.5,0
Rico,1117636,2021-02-17 0:00:00,V,Fracionario,RDOR3,-12,73.07,876.84,0
Rico,1117636,2021-02-17 0:00:00,C,Vista,AERI3,200,11.18,-2236,0
Rico,1117637,2021-02-17 0:00:00,C,Opções,EMBRB900,400,2.49,-996,7.5
Rico,1117637,2021-02-17 0:00:00,V,Opções,EMBRC135,-400,0.32,128,7.5
Rico,1195388,2021-02-19 0:00:00,C,Fracionario,RDOR3,13,73.15,-950.95,0
Rico,1237754,2021-02-22 0:00:00,V,Exercício de opções (ativo),GGBR4,-100,25.24,2524,0
Rico,1237754,2021-02-22 0:00:00,V,Exercício de opções ( ajuste ),GGBRB253,-100,0,0,0
Rico,1303014,2021-02-23 0:00:00,C,Fracionario,RDOR3,7,72.11,-504.77,0
Rico,1303014,2021-02-23 0:00:00,C,Fracionario,RDOR3,27,71.4,-1927.8,0
Rico,1303014,2021-02-23 0:00:00,C,Fracionario,RDOR3,1,70.54,-70.54,0
Rico,1303014,2021-02-23 0:00:00,C,Fracionario,RDOR3,28,70.7,-1979.6,0
Rico,1303014,2021-02-23 0:00:00,V,Fracionario,RDOR3,-12,70.77,849.24,0
Rico,1303014,2021-02-23 0:00:00,V,Fracionario,RDOR3,-16,70.78,1132.48,0
Rico,1303014,2021-02-23 0:00:00,V,Vista,BRAP4,-100,63.53,6353,0
Rico,1303014,2021-02-23 0:00:00,V,Vista,CRFB3,-100,20.38,2038,0
Rico,1303014,2021-02-23 0:00:00,C,Vista,GGBR4,100,25.13,-2513,0
Rico,1303014,2021-02-23 0:00:00,V,Vista,CSNA3,-100,35.08,3508,0
Rico,1303015,2021-02-23 0:00:00,C,Opções,BRAPC650,100,2.22,-222,7.5
Rico,1303015,2021-02-23 0:00:00,C,Opções,CRFBC200,100,0.9,-90,7.5
Rico,1303015,2021-02-23 0:00:00,C,Opções,CSNAC329,100,3.99,-399,7.5
Rico,1352225,2021-02-24 0:00:00,C,Opções,IGTAC360,100,0.32,-32,6
Rico,1352225,2021-02-24 0:00:00,C,Opções,ITSAD111,200,0.26,-52,6
Rico,1352225,2021-02-24 0:00:00,C,Opções,ITSAD111,100,0.25,-25,6
Rico,1352225,2021-02-24 0:00:00,C,Opções,MGLUC269,100,0.25,-25,6
Rico,1352225,2021-02-24 0:00:00,C,Opções,POMOC320,900,0.03,-27,6
Rico,1392562,2021-02-25 0:00:00,C,Vista,BOVA11,25,110.54,-2763.5,0
Rico,1392562,2021-02-25 0:00:00,V,Vista,ITSA4,-300,10.35,3105,0
Rico,1392562,2021-02-25 0:00:00,C,Vista,LINX3,100,38.7,-3870,0
Rico,1392562,2021-02-25 0:00:00,V,Vista,MGLU3,-100,24.55,2455,0
Rico,1392562,2021-02-25 0:00:00,C,Vista,LJQQ3,100,17.39,-1739,0
Rico,1392562,2021-02-25 0:00:00,C,Vista,LJQQ3,100,17.39,-1739,0
Rico,1392562,2021-02-25 0:00:00,C,Vista,RAIL3,100,19.15,-1915,0
Rico,1392562,2021-02-25 0:00:00,C,Vista,RAIL3,100,19.15,-1915,0
Rico,1435413,2021-02-26 0:00:00,C,Opções,ELETC330,100,2.16,-216,7.5
Rico,1435413,2021-02-26 0:00:00,V,Opções,ELETD340,-100,2.55,255,7.5
Rico,1435413,2021-02-26 0:00:00,C,Opções,EMBRC135,400,0.37,-148,7.5
Rico,1435413,2021-02-26 0:00:00,V,Opções,EMBRD140,-400,0.81,324,7.5
Rico,1435413,2021-02-26 0:00:00,C,Opções,USIMC137,300,2.58,-774,7.5
Rico,1435413,2021-02-26 0:00:00,V,Opções,USIMD160,-100,1.42,142,7.5
Rico,1435413,2021-02-26 0:00:00,C,Opções,VALEC922,100,5.43,-543,7.5
Rico,1435413,2021-02-26 0:00:00,V,Opções,VALED962,-100,5.53,553,7.5
Rico,1478428,2021-03-01 0:00:00,C,Vista,AERI3,100,9.95,-995,0
Rico,1478428,2021-03-01 0:00:00,C,Vista,MDNE3,100,9.22,-922,0
Rico,1478428,2021-03-01 0:00:00,C,Vista,NEOE3,100,15.92,-1592,0
Rico,1478428,2021-03-01 0:00:00,V,Vista,QUAL3,-100,32.16,3216,0
Rico,1478429,2021-03-01 0:00:00,C,Opções,BOVAC110,100,1.67,-167,6.66666666666667
Rico,1478429,2021-03-01 0:00:00,V,Opções,BOVAC110,-25,1.55,38.75,6.66666666666667
Rico,1478429,2021-03-01 0:00:00,V,Opções,BOVAC110,-100,1.57,157,6.66666666666667
Rico,1478429,2021-03-01 0:00:00,V,Opções,ENEVD824,-100,0.25,25,6.66666666666667
Rico,1478429,2021-03-01 0:00:00,V,Opções,IGTAD367,-100,0.29,29,6.66666666666667
Rico,1478429,2021-03-01 0:00:00,V,Opções,BOVAO110,-50,3.73,186.5,6.66666666666667
Rico,1478429,2021-03-01 0:00:00,V,Opções,BOVAO110,-50,3.73,186.5,6.66666666666667
Rico,1478429,2021-03-01 0:00:00,V,Opções,CSANO820,-100,2.06,206,6.66666666666667
Rico,1478429,2021-03-01 0:00:00,V,Opções,FLRYO272,-200,0.57,114,6.66666666666667
Rico,1568017,2021-03-03 0:00:00,C,Fracionario,RRRP3,29,41.11,-1192.19,0
Rico,1568017,2021-03-03 0:00:00,C,Fracionario,RRRP3,8,41.11,-328.88,0
Rico,1568017,2021-03-03 0:00:00,C,Vista,AURA33,22,57.88,-1273.36,0
Rico,1568017,2021-03-03 0:00:00,C,Vista,AURA33,4,57.86,-231.44,0
Rico,1568018,2021-03-03 0:00:00,C,Opções,BOVAO110,100,3.73,-373,7.5
Rico,1568018,2021-03-03 0:00:00,V,Opções,BOVAP110,-100,5.29,529,7.5
Rico,1609536,2021-03-04 0:00:00,C,Fracionario,RRRP3,14,41.57,-581.98,0
Rico,1609536,2021-03-04 0:00:00,C,Fracionario,RRRP3,29,41.63,-1207.27,0
Rico,1609536,2021-03-04 0:00:00,C,Fracionario,RRRP3,15,41.57,-623.55,0
Rico,1609536,2021-03-04 0:00:00,C,Fracionario,RRRP3,5,41.75,-208.75,0
Rico,1609537,2021-03-04 0:00:00,C,Opções,BOVAC110,25,1.53,-38.25,7.5
Rico,1643840,2021-03-05 0:00:00,C,Vista,AURA33,24,58.05,-1393.2,0
Rico,1725610,2021-03-09 0:00:00,C,Vista,POMO4,1100,2.5,-2750,0
Rico,1725611,2021-03-09 0:00:00,C,Opções,FLRYO272,200,1.48,-296,7.5
Rico,1725611,2021-03-09 0:00:00,V,Opções,FLRYP250,-200,0.91,182,7.5
Rico,1725611,2021-03-09 0:00:00,V,Opções,PETRO101,-300,0.34,102,7.5
Rico,1725611,2021-03-09 0:00:00,V,Opções,RAILP174,-100,0.66,66,7.5
Rico,1800827,2021-03-11 0:00:00,V,Opções,VALED104,-100,4.59,459,7.5
Rico,1800827,2021-03-11 0:00:00,C,Opções,VALED962,100,9.99,-999,7.5
Rico,1835211,2021-03-12 0:00:00,V,Vista,AURA33,-8,57.56,460.48,0
Rico,1875250,2021-03-15 0:00:00,C,Opções,PETRD261,200,0.42,-84,7.5
Rico,1875250,2021-03-15 0:00:00,C,Opções,PETRP208,200,1.43,-286,7.5
Rico,1875250,2021-03-15 0:00:00,V,Opções,PETRP243,-100,3.05,305,7.5
Rico,1875250,2021-03-15 0:00:00,V,Opções,PETRP243,-100,3.05,305,7.5
Rico,1954202,2021-03-17 0:00:00,C,Vista,AURA33,1,62.52,-62.52,0
Rico,1954202,2021-03-17 0:00:00,C,Vista,AURA33,1,62.52,-62.52,0
Rico,1954202,2021-03-17 0:00:00,C,Vista,AURA33,8,62.52,-500.16,0
Rico,1954202,2021-03-17 0:00:00,C,Vista,AURA33,1,62.52,-62.52,0
Rico,1954203,2021-03-17 0:00:00,C,Opções,B3SAD531,200,2.22,-444,7.5
Rico,1954203,2021-03-17 0:00:00,C,Opções,ELETD354,100,1.99,-199,7.5
Rico,1954203,2021-03-17 0:00:00,C,Opções,ELETD354,100,1.97,-197,7.5
Rico,1954203,2021-03-17 0:00:00,V,Opções,ELETD354,-100,2.03,203,7.5
Rico,1954203,2021-03-17 0:00:00,C,Opções,EMBRD140,400,1.39,-556,7.5
Rico,1954203,2021-03-17 0:00:00,V,Opções,EMBRE147,-400,1.52,608,7.5
Rico,1954203,2021-03-17 0:00:00,C,Opções,VALED104,100,3.2,-320,7.5
Rico,1954203,2021-03-17 0:00:00,V,Opções,VALEE832,-100,5.02,502,7.5
Rico,1954203,2021-03-17 0:00:00,V,Opções,B3SAP540,-200,2.37,474,7.5
